hd23850.fit
5804. -0.08 50.
5854. 0.02 50.
5904. 0.03 50.
5954. 0.07 50.
6004. 0.10 50.
6054. 0.10 50.
6104. 0.13 50.
6154. 0.16 50.
6204. 0.17 50.
6254. 0.19 50.
6304. 0.23 50.
6354. 0.22 50.
6404. 0.23 50.
6454. 0.25 50.
6504. 0.25 50.
6554. 0.42 50.
6604. 0.27 50.
6654. 0.27 50.
6704. 0.28 50.
6754. 0.29 50.
6804. 0.31 50.
6854. 0.31 50.
6904. 0.41 50.
6954. 0.32 50.
7004. 0.33 50.
7054. 0.33 50.
7104. 0.33 50.
7154. 0.34 50.
7204. 0.42 50.
7254. 0.41 50.
7304. 0.41 50.
7354. 0.37 50.
7404. 0.36 50.
7454. 0.38 50.
7504. 0.39 50.
7554. 0.39 50.
7604. 1.88 50.
7654. 0.73 50.
7704. 0.43 50.
7754. 0.42 50.
7804. 0.43 50.
7854. 0.45 50.
7904. 0.46 50.
7954. 0.47 50.
8004. 0.48 50.
8054. 0.49 50.
8104. 0.51 50.
8154. 0.59 50.
8204. 0.57 50.
8254. 0.58 50.
8304. 0.61 50.
8354. 0.59 50.
8404. 0.59 50.
8454. 0.60 50.
8504. 0.69 50.
8554. 0.64 50.
8604. 0.73 50.
8654. 0.70 50.
8704. 0.57 50.
8754. 0.83 50.
8804. 0.61 50.
8854. 0.84 50.
8904. 0.64 50.
8954. 0.74 50.
9004. 1.03 50.
9054. 0.79 50.
9104. 0.87 50.
9154. 0.89 50.
9204. 0.89 50.
9254. 0.95 50.
9304. 1.11 50.
9354. 1.44 50.
9404. 1.17 50.
9454. 1.39 50.
9504. 1.32 50.
