hd206859.fit
5804. 1.85 50.
5854. 1.98 50.
5904. 1.97 50.
5954. 1.97 50.
6004. 1.96 50.
6054. 1.96 50.
6104. 1.98 50.
6154. 1.96 50.
6204. 1.89 50.
6254. 1.99 50.
6304. 1.93 50.
6354. 1.88 50.
6404. 1.86 50.
6454. 1.85 50.
6504. 1.82 50.
6554. 1.83 50.
6604. 1.78 50.
6654. 1.76 50.
6704. 1.75 50.
6754. 1.73 50.
6804. 1.71 50.
6854. 1.72 50.
6904. 1.76 50.
6954. 1.72 50.
7004. 1.73 50.
7054. 1.69 50.
7104. 1.72 50.
7154. 1.72 50.
7204. 1.78 50.
7254. 1.71 50.
7304. 1.74 50.
7354. 1.70 50.
7404. 1.68 50.
7454. 1.63 50.
7504. 1.62 50.
7554. 1.61 50.
7604. 3.06 50.
7654. 1.91 50.
7704. 1.56 50.
7754. 1.56 50.
7804. 1.55 50.
7854. 1.56 50.
7904. 1.62 50.
7954. 1.62 50.
8004. 1.61 50.
8054. 1.57 50.
8104. 1.60 50.
8154. 1.66 50.
8204. 1.65 50.
8254. 1.59 50.
8304. 1.61 50.
8354. 1.57 50.
8404. 1.54 50.
8454. 1.51 50.
8504. 1.58 50.
8554. 1.57 50.
8604. 1.48 50.
8654. 1.58 50.
8704. 1.43 50.
8754. 1.43 50.
8804. 1.45 50.
8854. 1.39 50.
8904. 1.37 50.
8954. 1.41 50.
9004. 1.46 50.
9054. 1.31 50.
9104. 1.43 50.
9154. 1.49 50.
9204. 1.45 50.
9254. 1.40 50.
9304. 1.70 50.
9354. 1.91 50.
9404. 1.65 50.
9454. 1.69 50.
9504. 1.52 50.
